Patient_117,Patient_117
Otu0806,Janthinobacterium
Otu0807,Prevotella
Otu0808,Bacteria_unclassified
Otu0809,Bacillales_unclassified
Otu0810,Actinomycetales_unclassified
Otu0811,Prevotella
Otu0812,Staphylococcus
Otu0813,Proteobacteria_unclassified
Otu0814,Ruminococcus
Otu0815,Lactobacillales_unclassified
Otu0816,Veillonella
Otu0817,Streptococcus
Otu0818,Stenotrophomonas
Otu0819,Veillonella
Otu0820,Lactobacillales_unclassified
Otu0821,Bacilli_unclassified
Otu0822,Streptococcus
Otu0823,Pseudomonadaceae_unclassified
Otu0824,Stomatobaculum
Otu0825,Prevotellaceae_unclassified
Otu0826,Oribacterium
Otu0827,Prevotella
Otu0828,Lactobacillus
Otu0829,Lactobacillus
Otu0830,Streptococcus
Otu0831,Bacilli_unclassified
Otu0832,Lactobacillales_unclassified
Otu0833,Ruminococcaceae_unclassified
Otu0834,Pseudomonadaceae_unclassified
Otu0835,Lachnospiraceae_unclassified
Otu0836,Prevotella
Otu0837,Prevotella
Otu0838,Lactobacillales_unclassified
Otu0839,Actinomycetales_unclassified
Otu0840,Megasphaera
Otu0841,Pseudomonas
Otu0842,Streptococcus
Otu0843,Fusobacterium
Otu0844,Prevotella
Otu0845,Bacteria_unclassified
Otu0846,Pseudomonadaceae_unclassified
Otu0847,Cardiobacterium
Otu0848,Streptococcus
Otu0849,Ruminococcaceae_unclassified
Otu0850,Rubrobacter
Otu0851,Actinomyces
Otu0852,Coprococcus
Otu0853,Prevotella
Otu0854,Bifidobacterium
Otu0855,Actinomycetales_unclassified
Otu0856,Veillonella
Otu0857,Bacilli_unclassified
Otu0858,Sphingopyxis
Otu0859,Leptotrichia
Otu0860,Lactobacillales_unclassified
Otu0861,Streptococcus
Otu0862,Alcaligenaceae_unclassified
Otu0863,Leptotrichia
Otu0864,Streptococcus
Otu0865,Corynebacterium
Otu0866,Bacillales_unclassified
Otu0867,Lachnospiraceae_unclassified
Otu0868,Lactobacillales_unclassified
Otu0869,Mobiluncus
Otu0870,Veillonellaceae_unclassified
Otu0871,Kytococcus
Otu0872,Staphylococcus
Otu0873,Bacteria_unclassified
